Date,player_name,Reason
2017-03-18,Larry Sanders (b. 1988-11-21),placed on IL
2017-03-18,Wesley Johnson,placed on IL
2017-03-18,Chandler Parsons,placed on IL with torn meniscus in left knee (out for season)
2017-03-18,Joel Anthony,placed on IL
2017-03-19,Timofey Mozgov,placed on IL
2017-03-19,Joe Young,placed on IL
2017-03-19,Devin Booker,placed on IL with sore right ankle
2017-03-20,Demetrius Jackson,placed on IL
2017-03-20,Kent Bazemore,placed on IL with bone bruise in right knee
2017-03-20,Paul Millsap,placed on IL with tightness in left knee
2017-03-20,Maurice Ndour,placed on IL
2017-03-20,Stephen Zimmerman Jr.,placed on IL
2017-03-20,Daniel Ochefu,placed on IL
2017-03-20,Markieff Morris,placed on IL
2017-03-21,David Lee,placed on IL with sore left foot
2017-03-21,Ronnie Price,placed on IL with left leg injury
2017-03-21,Andre Iguodala,placed on IL with strained left hip
2017-03-22,Cristiano Felicio,placed on IL with bruised lower back
2017-03-22,Malachi Richardson,placed on IL with torn right hamstring (out for season)
2017-03-22,Jeff Green,placed on IL with back spasms / sore lower back
2017-03-22,Kahlil Felder,placed on IL
2017-03-22,Malik Beasley,placed on IL
2017-03-23,Manny Harris,placed on IL
2017-03-23,Joel Anthony,placed on IL
2017-03-24,Johnny O'Bryant III,placed on IL with sprained right ankle (out for season)
2017-03-24,Mike Miller,placed on IL
2017-03-24,Sheldon McClellan,placed on IL
2017-03-25,Iman Shumpert,placed on IL with sore right knee
2017-03-25,Carmelo Anthony,placed on IL with sore left knee
2017-03-25,Jarrod Uthoff,placed on IL
2017-03-25,Danny Green,placed on IL
2017-03-25,Bojan Bogdanovic,placed on IL with back injury
2017-03-26,J.J. Redick,placed on IL with sprained right ankle
2017-03-26,Brandon Ingram,placed on IL with patellar tendinitis in knee
2017-03-26,Roy Hibbert,placed on IL
2017-03-26,Glenn Robinson III,placed on IL with strained left calf (out for season)
2017-03-26,Ryan Anderson,placed on IL with sprained right ankle
2017-03-27,Kyle Korver,placed on IL with sore left foot
2017-03-27,Larry Sanders (b. 1988-11-21),placed on IL
2017-03-27,Lance Thomas,placed on IL with right hip injury (out for season)
2017-03-27,A.J. Hammons,placed on IL
2017-03-27,Seth Curry,placed on IL with left shoulder injury
2017-03-27,Reggie Bullock,placed on IL with sprained right foot
2017-03-27,Reggie Jackson (Shon),placed on IL with left knee injury (out for season)
2017-03-27,Joel Anthony,placed on IL
2017-03-28,Andrew Nicholson,placed on IL
2017-03-28,Mike Miller,placed on IL
2017-03-28,Rodney Stuckey,placed on IL with strained patellar tendon in left knee
2017-03-28,Devin Booker,placed on IL with ankle injury
2017-03-28,Daniel Ochefu,placed on IL
2017-03-29,Wesley Johnson,placed on IL
2017-03-29,Mike Dunleavy Jr.,placed on IL with sore right ankle
2017-03-29,George Hill,placed on IL with strained groin
2017-03-29,Derrick Rose,placed on IL with torn meniscus in left knee / sore right foot (out for season)
2017-03-29,Salah Mejri,placed on IL with stomach ailment / knee injury
2017-03-29,Sheldon McClellan,placed on IL
2017-03-30,Cameron Payne,placed on IL
2017-03-30,Quincy Acy,placed on IL with ankle injury
2017-03-30,Leandro Barbosa,placed on IL with sore right hamstring (out for season)
2017-03-31,John Henson,placed on IL with sprained left thumb
2017-03-31,Avery Bradley,placed on IL with gastroenteritis
2017-03-31,Andrew Harrison,placed on IL with sore right ankle
2017-03-31,Carmelo Anthony,placed on IL with sore lower back
2017-03-31,A.J. Hammons,placed on IL
2017-03-31,Will Barton,placed on IL with sore left foot
2017-03-31,Troy Williams,placed on IL
2017-03-31,Daniel Ochefu,placed on IL
2017-04-01,Jusuf Nurkic,placed on IL with fractured fibula in right leg
2017-04-01,Thabo Sefolosha,placed on IL with strained right groin
2017-04-01,Ivica Zubac,placed on IL with sprained right ankle (out for season)
2017-04-02,Kahlil Felder,placed on IL
2017-04-02,Malcolm Delaney,placed on IL with back spasms
2017-04-02,Tarik Black,placed on IL with knee injury
2017-04-02,Seth Curry,placed on IL with sore left shoulder (out for season)
2017-04-02,Andrew Nicholson,placed on IL
2017-04-02,Darrell Arthur,placed on IL with sore left knee
2017-04-02,Georges Niang,placed on IL
2017-04-02,P.J. Tucker,placed on IL with sore left knee
2017-04-02,Danny Green,placed on IL with bruised left quadricep
2017-04-02,Kyle Singler,placed on IL
2017-04-02,Sheldon McClellan,placed on IL
2017-04-04,Tim Quarterman,placed on IL
2017-04-04,Tony Allen,placed on IL with left eye injury
2017-04-04,Kristaps Porzingis,placed on IL with sore lower back
2017-04-04,Isaiah Whitehead,placed on IL with sprained left ankle
2017-04-04,Bruno Caboclo,placed on IL
2017-04-04,Larry Sanders (b. 1988-11-21),placed on IL
2017-04-05,Tristan Thompson,placed on IL with sprained right thumb
2017-04-05,Austin Rivers,placed on IL with strained left hamstring
2017-04-05,Mike Conley Jr.,placed on IL with laceration above right eye
2017-04-05,D'Angelo Russell,placed on IL with sore left knee
2017-04-05,Malik Beasley,placed on IL
2017-04-05,Pascal Siakam,placed on IL
2017-04-05,Chinanu Onuaku,placed on IL
2017-04-05,Sam Dekker,placed on IL with fractured left hand
2017-04-05,Brandon Knight,placed on IL
2017-04-05,Alex Abrines,placed on IL with sprained knee
2017-04-06,Jusuf Nurkic,placed on IL with fractured fibula in right leg
2017-04-06,Rajon Rondo,placed on IL with sprained right wrist
2017-04-06,Kris Humphries,placed on IL
2017-04-06,Chasson Randle,placed on IL with sprained left ankle
2017-04-06,Evan Fournier,placed on IL with sore right wrist
2017-04-06,Sean Kilpatrick,placed on IL with strained/tightness in left hamstring (out for season)
2017-04-06,Markieff Morris,placed on IL with sore right ankle
2017-04-07,Jarell Martin,placed on IL
2017-04-07,Paul Millsap,placed on IL with sore left knee
2017-04-07,Raulzinho Neto,placed on IL with strained right groin
2017-04-07,Luol Deng,placed on IL
2017-04-07,Jameer Nelson (Sr.),placed on IL with strained right calf (out for season)
2017-04-07,Clint Capela,placed on IL
2017-04-07,Tyson Chandler,placed on IL
2017-04-08,Malcolm Brogdon,placed on IL with sore back
2017-04-08,Cameron Payne,placed on IL
2017-04-08,Joel Bolomboy,placed on IL
2017-04-08,Stephen Zimmerman Jr.,placed on IL
2017-04-08,Kevon Looney,placed on IL
2017-04-08,Otto Porter Jr.,placed on IL with sore back
2017-04-08,Sheldon McClellan,placed on IL
2017-04-09,Ryan Kelly,placed on IL
2017-04-09,Kristaps Porzingis,placed on IL with sore lower back (out for season)
2017-04-09,Kenneth Faried,placed on IL with sore back
2017-04-10,Jabari Parker,placed on IL recovering from surgery on left knee to repair torn ACL (out for season)
2017-04-10,Spencer Hawes,placed on IL
2017-04-10,Marco Belinelli,placed on IL with strained left index finger (out for season)
2017-04-10,Derrick Favors,placed on IL with sore left knee
2017-04-10,Raulzinho Neto,placed on IL with sprained left / right ankle
2017-04-10,Beno Udrih,placed on IL with sprained right knee
2017-04-10,Joel Anthony,placed on IL
2017-04-10,Jordan Mickey,placed on IL
2017-04-10,Kyle Wiltjer,placed on IL
2017-04-11,DeAndre' Bembry,placed on IL
2017-04-11,Doug McDermott,placed on IL with sore left knee
2017-04-12,Khris Middleton,placed on IL
2017-04-12,Isaiah Canaan,placed on IL
2017-04-12,Kahlil Felder,placed on IL
2017-04-12,James Ennis III,placed on IL with right knee injury (out for season)
2017-04-12,Kent Bazemore,placed on IL
2017-04-12,Joel Bolomboy,placed on IL
2017-04-12,C.J. Watson,placed on IL
2017-04-12,Jose Juan Barea,placed on IL (out for season)
2017-04-12,Emmanuel Mudiay,placed on IL with sore/sprained right ankle (out for season)
2017-04-12,Serge Ibaka,placed on IL
2017-04-12,Chinanu Onuaku,placed on IL
2017-04-12,Bryn Forbes,placed on IL
2017-04-12,Andre Roberson,placed on IL
2017-04-12,Matt Barnes,placed on IL with sprained right ankle
2017-04-12,Ian Mahinmi,placed on IL for strained left calf
2017-04-15,Gary Payton II,placed on IL
2017-04-15,Jabari Parker,placed on IL recovering from surgery on left knee to repair torn ACL (out for season)
2017-04-15,Kahlil Felder,placed on IL
2017-04-15,Walter Tavares,placed on IL
2017-04-15,Austin Rivers,placed on IL with strained left hamstring
2017-04-15,Diamond Stone,placed on IL
2017-04-15,Tony Allen,placed on IL with strained right calf muscle (out for season)
2017-04-15,Joel Bolomboy,placed on IL
2017-04-15,Raulzinho Neto,placed on IL
2017-04-15,Georges Niang,placed on IL
2017-04-15,Glenn Robinson III,placed on IL with strained left calf (out for season)
2017-04-15,Bruno Caboclo,placed on IL
2017-04-15,Pascal Siakam,placed on IL
2017-04-15,Dejounte Murray,placed on IL
2017-04-15,Joel Anthony,placed on IL
2017-04-16,Cameron Payne,placed on IL
2017-04-16,Isaiah Canaan,placed on IL
2017-04-16,Demetrius Jackson,placed on IL
2017-04-16,Jordan Mickey,placed on IL
2017-04-16,DeAndre' Bembry,placed on IL
2017-04-16,Ryan Kelly,placed on IL
2017-04-16,Chinanu Onuaku,placed on IL
2017-04-16,Isaiah Taylor,placed on IL
2017-04-16,Kyle Wiltjer,placed on IL
2017-04-16,Josh Huestis,placed on IL
2017-04-16,Kyle Singler,placed on IL
2017-04-16,Kevon Looney,placed on IL with strained left hip (out for season)
2017-04-16,Matt Barnes,placed on IL with sprained right ankle
2017-04-16,Chris McCullough,placed on IL (out for season)
2017-04-17,Joe Young,placed on IL
2017-04-18,Alec Burks,placed on IL with sore left knee (out for season)
2017-04-18,Rudy Gobert,placed on IL with hyperextended left knee
2017-04-19,Norris Cole (Gene),placed on IL
2017-04-20,Bryn Forbes,placed on IL
2017-04-21,Rajon Rondo,placed on IL with fractured right thumb (out for season)
2017-04-21,Semaj Christon,placed on IL
2017-04-23,Cameron Payne,placed on IL
2017-04-23,Blake Griffin,placed on IL with right big toe injury (out for season)
2017-04-23,Jeff Withey,placed on IL
2017-04-25,Diamond Stone,placed on IL (out for season)
